MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",0,"Heat oven to 350 degrees F.
",heat
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",1,"Melt 3 Tbsp butter in medium saucepan on medium heat.
",melt
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",2,"Whisk in flour; cook 2 min., stirring constantly.
",whisk
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",2,"Whisk in flour; cook 2 min., stirring constantly.
",cook
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",3,"Gradually stir in milk.
",stir
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",4,"Bring to boil; cook and stir 3 to 5 min.
",bring
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",4,"Bring to boil; cook and stir 3 to 5 min.
",boil
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",4,"Bring to boil; cook and stir 3 to 5 min.
",cook
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",4,"Bring to boil; cook and stir 3 to 5 min.
",stir
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",6,"Add VELVEETA; cook 3 min.
",add
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",6,"Add VELVEETA; cook 3 min.
",cook
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",8,"Stir in macaroni.
",stir
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",9,"Spoon into 2-qt.
",spoon
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",10,"casserole sprayed with cooking spray; sprinkle with Cheddar.
",casserole
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",10,"casserole sprayed with cooking spray; sprinkle with Cheddar.
",sprinkle
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",11,"Melt remaining butter; toss with cracker crumbs.
",melt
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",11,"Melt remaining butter; toss with cracker crumbs.
",toss
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",12,"Sprinkle over casserole.
",sprinkle
MacAndCheese,velveeta-down-home-macaroni-and-cheese.txt,"Heat oven to 350 degrees F.

Melt 3 Tbsp butter in medium saucepan on medium heat.

Whisk in flour; cook 2 min., stirring constantly.

Gradually stir in milk.

Bring to boil; cook and stir 3 to 5 min.

or until thickened.

Add VELVEETA; cook 3 min.

or until melted, stirring frequently.

Stir in macaroni.

Spoon into 2-qt.

casserole sprayed with cooking spray; sprinkle with Cheddar.

Melt remaining butter; toss with cracker crumbs.

Sprinkle over casserole.

Bake 20 min.

or until heated through.

",13,"Bake 20 min.
",bake
MacAndCheese,bevs-mac-and-cheese.txt,"Bring a large pot of lightly salted water to a boil.

Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.

In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth.

Add butter and cheese; microwave on high for 5 minutes and whisk until smooth.

Microwave for an additional 4 to 5 minutes and whisk or beat until smooth and no lumps remain.

Add cooked pasta to mixture; stir and serve.

",0,"Bring a large pot of lightly salted water to a boil.
",bring
MacAndCheese,bevs-mac-and-cheese.txt,"Bring a large pot of lightly salted water to a boil.

Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.

In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth.

Add butter and cheese; microwave on high for 5 minutes and whisk until smooth.

Microwave for an additional 4 to 5 minutes and whisk or beat until smooth and no lumps remain.

Add cooked pasta to mixture; stir and serve.

",1,"Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.
",add
MacAndCheese,bevs-mac-and-cheese.txt,"Bring a large pot of lightly salted water to a boil.

Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.

In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth.

Add butter and cheese; microwave on high for 5 minutes and whisk until smooth.

Microwave for an additional 4 to 5 minutes and whisk or beat until smooth and no lumps remain.

Add cooked pasta to mixture; stir and serve.

",1,"Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.
",drain
MacAndCheese,bevs-mac-and-cheese.txt,"Bring a large pot of lightly salted water to a boil.

Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve.

In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth.

Add butter and cheese; microwave on high for 5 minutes and whisk until smooth.

Microwave for an additional 4 to 5 minutes and whisk or beat until smooth and no lumps remain.

Add cooked pasta to mixture; stir and serve.

",2,"In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth.
",combine
